Sector,Sector Level 2,Sector Level 3,Sector Level 4,Technical Screening Criteria
4. Ecology and Environment-related sector,4.1 Ecological Agriculture,4.1.1 Conservation of Agricultural Resources,"4.1.1.1 Modern Agriculture, Seed Industry and the Protection of Animals, Plants and Germplasm Resources","Industrialization projects of the seed cultivation, breeding and promotion that aim to promote sustainable agricultural development; Establishment of elite germplasm demonstration areas; Establishment of R&D and service platforms, and the collection, preservation, protection, and management projects of animal and plant germplasm resources."
4. Ecology and Environment-related sector,4.1 Ecological Agriculture,4.1.1 Conservation of Agricultural Resources,4.1.1.2 The Management of Crop Protection Areas and Protection Zones,"Integration and merger of scattered farmland, land reclamation, and improvement of farmland quality in the defined permanent basic farmland area according to local conditions; Projects to improve the quality of cultivated land in the permanent basic farmland such as the comprehensive management of degraded farmland, the upgrade of medium and low-yield farmland, and the construction of high-standard farmland. Topsoil stripping of occupied cultivated land in the “cultivated land occupation and compensation balance program” used for the soil improvement projects of new cultivated land, inferior farmland, and basic farmland preparation area cultivated land, or used for the construction of farmland water conservancy facilities, farmland water and fertilizer conservation, pollution control and restoration, etc. (The reclamation of heavily desertified land or cultivated land on steep slopes above 25 degrees, and illegal deforestation of cultivated land, are prohibited.)"
4. Ecology and Environment-related sector,4.1 Ecological Agriculture,4.1.1 Conservation of Agricultural Resources,4.1.1.3 Protection of Forest Genetic Resources,"Construction of the investigation, monitoring and information platform of forestry genetic resources, and the collection and preservation of such resources (in-situ or off-site protection, preservation facilities, construction of protected areas, etc.). Breeding, domestication and bioprospecting projects for native tree species, economic tree species, and fast-growing tree species. Forestry gene (genetic) resource protection projects that conform to national, industry-related policies, norms, and standards, such as improved species utilization projects, invasive species prevention and control, etc."
4. Ecology and Environment-related sector,4.1 Ecological Agriculture,4.1.1 Conservation of Agricultural Resources,4.1.1.4 The Management and Protection of Marine Ranching,"Construction and operation of marine ranch projects that restore/increase the number of populations and improve/optimize the aquatic biome structures in order to release fish biological eggs, larvae or adults into natural waters such as oceans, tidal flats, rivers, lakes, reservoirs to improve the aquatic environment and protect biodiversity."
4. Ecology and Environment-related sector,4.1 Ecological Agriculture,4.1.1 Conservation of Agricultural Resources,4.1.1.5 Pest Prevention and Control,Prevention activities for agricultural and forestry pest invasion and the prevention and control of invasive alien species to protect biodiversity; and the handling of invasive alien species by means of resource utilization.
4. Ecology and Environment-related sector,4.1 Ecological Agriculture,4.1.1 Conservation of Agricultural Resources,4.1.1.6 Comprehensive Rural Land Reform,"Comprehensive Improvement of rural villages and landscape to promote the construction of beautiful and livable villages and optimize the rural production and living environment, including low-efficiency idle construction land remediation, industrial/mining wasteland reclamation and hollow village remediation, soil improvement, fertility improvement, water and fertilizer conservation, pollution control and restoration projects, etc."
4. Ecology and Environment-related sector,4.1 Ecological Agriculture,4.1.2 Comprehensive Management in Agriculture and Rural Environment,4.1.2.1 Control and Prevention of Crop Diseases and Insect Pests,"Green prevention and control of crop diseases and pests through usage reduction and/or efficiency improvement of chemical pesticides, as well as projects on zero growth in chemical pesticide usage. These projects can be implemented through: - promoting disease-resistant crop varieties, - applying biological control techniques such as “controlling insects with insects”, “co-cultivation of rice and ducks”, “biological biochemical reagents”, - applying physical and chemical lure and control technologies such as “insect killer lamps” and “insect net blocking” - applying high-efficiency, low-toxicity, low-residue, and environmentally friendly pesticides."
4. Ecology and Environment-related sector,4.1 Ecological Agriculture,4.1.3 Supply of Green Agricultural Products,4.1.3.1 Green Organic Agriculture,"Production and consumption of organic agricultural products and green food, and bulk trading of green agricultural products; facility construction associated with organic agricultural products and green food production. Products and production environment should conform with valid national standards of Organic Products(GB/T 19630.1-GB/T 19630.4); the environmental quality standards issued by the former Ministry of Agriculture and 7 other general standards on pesticides, fertilizers, veterinary drugs, feed and feed additives, food additives, animal health, etc.; and 45 product quality standards. The labeling of products must comply with the Administrative Measures on Green Food Labeling issued by the former Ministry of Agriculture (Order No.6 [2012]). Bulk trading activities of green agricultural products are mainly applicable to agricultural products that have obtained relevant international sustainability certificates."
4. Ecology and Environment-related sector,4.1 Ecological Agriculture,4.1.3 Supply of Green Agricultural Products,4.1.3.2 Green Animal Husbandry,"Green animal husbandry projects carried out to promote the efficiency of animal husbandry resources and environmental protection. For example: - harmless treatment systems for sick and dead livestock and poultry; - facility construction for storage, treatment and utilization of waste from livestock and poultry breeding; - construction of environment-friendly breeding facilities, such as elevated beds; - construction of agricultural industrial parks with a circular system between breeding, biogas, planting, and processing."
4. Ecology and Environment-related sector,4.1 Ecological Agriculture,4.1.3 Supply of Green Agricultural Products,4.1.3.3 Green Fishery,"Environment-friendly fishery projects such as carbon sink fishery and clean water fishery, rice-fish system and the comprehensive utilization of saline-alkali water for fishery and agriculture, recirculating aquaculture systems, deep-water anti-wind and wave non-bait cage aquaculture, ecological aquaculture, and comprehensive utilization of aquatic by-products. Construction and operation of facilities treating aquaculture wastewater, as well as fishery resource conservation facilities, such as the marine fisheries conservation, etc."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,4.2.1.1 Protection of Natural Forest Resources,"Construction of forest pest control, forest fire prevention, forest management equipment and infrastructure that maintain the authenticity and integrity of the natural forest ecosystem. Infrastructure construction for natural forest tending and conservation (such as housing, power supply, water supply, communication, roads, etc. for forest conservation purposes within natural forests). Projects for restoring degraded natural forests (such as the use of native species for slope farmland restoration, artificial afforestation, natural afforestation through hillside closure, logging-tending systems, etc.). Construction of conversion projects of state-owned forest areas with a precondition of complete prohibition of commercial logging of natural forests (such as eco-tourism, leisure and recreation, featured species breeding, which do no harm to surface vegetation and biodiversity protection)."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,4.2.1.2 Protection of Animal and Plant Resources,"Rescue protection of endangered wild animals and plants, biodiversity protection, fishery resources protection, protection of ancient and famous trees, etc."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,4.2.1.3 Construction and Operation of Nature Reserves,"Special conservation and management activities for protection purposes in certain legally designated reserves (including core areas, buffer zones, and peripheral areas) of the natural concentrated distribution areas as well as nature relics of representative natural ecosystems and endangered wild animal and plant species. Such activities include: relocation of residents for protection purposes, construction and operation of management facilities in reserves; construction and operation of infrastructure for scientific research (prohibited in core areas); infrastructure construction and operation of scientific experiments, teaching practice, visits, tourism, reproduction and domestication of endangered rare animal and plant species (peripheral areas only)."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,"4.2.1.4. Construction, Maintenance and Operation of Ecological Function Areas","Management, restoration and conservation projects of ecological function areas and degraded areas, such as comprehensive control of soil erosion, desertification and rocky desertification control, protection and restoration of geological environment of mining sites, and construction of nature reserves, etc."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,4.2.1.5 Projects of Turning Farmlands Back to Forests or Grasslands and Restoring Grazing Lands to Grasslands,"Planned and stepwise cessation of cultivation in cultivated lands with serious soil erosion, desertification, salinization, and rocky desertification to protect ecological environment, grasslands and forestry restoration according to local conditions, restoring vegetation, and inhibiting deterioration of the ecological environment; construction of facilities for grassland ecological protection such as grazing prohibition, grassland fences, sheds, and artificial grassland, etc."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,"4.2.1.6 Protection and Restoration of Rivers, Lakes and Wetlands","Management, restoration, and conservation projects that improve the ecological integrity and sustainability of river, lake, and wetland original ecosystems based on local conditions, including construction of facilities for pollutant source control and pollution reduction, construction of riverside and lakeside ecological buffer zones, restoration of native species and vegetation, river and lake system inter-connection, ecological dispatching project, construction of facilities for flood control and coastal erosion, etc."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,4.2.1.7 Protection and Restoration of National Ecological Security Barriers,"Ecological conservation and restoration projects of mountains, rivers, forests, land, and lakes in the core areas associated with ecological security in a bid to secure the national ecological barriers, e.g., ecologically fragile areas in the western plateau, wind-sand source areas in the north, coastal areas in the east, high-intensity land development zones such as the Yangtze River areas, the Yellow River areas, and the Pearl River areas, etc, on the basis of their respective economic and ecological functioning as well as major ecological risks. Examples of eligible projects include mining site environmental restoration, land remediation and pollution restoration, biodiversity protection, watershed environmental protection governance, as well as systematic and comprehensive ecosystem management and restoration activities such as land remediation, vegetation restoration, river and lake system inter-connection, shoreline environment remediation, wildlife habitat restoration, and control of alien invasive species, etc."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,4.2.1.8 Comprehensive Treatment of Key Ecological Areas,"Comprehensive management of Beijing-Tianjin wind-sand source areas and karst rocky desertification areas. Ecological protection and construction of key ecological regions such as the three-river-source area in Qinghai including planting windbreak forests, turning farmland back to grassland and forests, wetland restoration and protection, nature reserve construction, etc."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,4.2.1.9 Ecological Restoration of Degraded Mining Areas,"Activities of gradually restoring and rebuilding the ecological function from various ecological damages and pollutions caused by mineral resources exploration and selection, which take advantage of manual intervention measures as well as ecosystem’s self-regulation capabilities. Examples of eligible projects include remediation of mining wasteland, vegetation restoration, backfilling of mines, boreholes, and abandoned mines near important facilities/infrastructures such as rivers, lakes, and sea defenses, land reclamation at mining areas, restoration of subsidence areas, air, water and soil pollution prevention and treatment at mining areas, comprehensive utilization of wastes such as tailings, reducing land occupation, etc."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,"4.2.1.10 Comprehensive Treatment of Desertification, Rocky Desertification and Soil Erosion","Treatment of desertification, based on local conditions, including sand control measures (such as returning farmland to forests and grassland, turning grazing land back to grassland, closing sand areas for cultivating forests and grassland, planting grass and afforestation, etc); sand control measures by physical measures, (such as building mechanical sand barriers as well as plant barriers, etc.); sand control measures using chemical measures in barren areas due to scarce water resource (such as using soil coagulants to consolidate quicksand surface). Comprehensive treatment in rocky desertification areas including construction and development of returning farmland to forests and grassland, afforestation and land remediation, construction of eco-economic forests, construction and development of water conservation forests, forests for water and soil conservation, natural afforestation through hillside closure, etc. Soil erosion comprehensive treatment activities by engineering measures, such as slope management (e.g., construction of terraced fields, tablelands, fish-scale pits), trench management (e.g., dirt dams, sand retention dams), and small water conservancy projects, and by biological measures, such as afforestation and grass planting, with the development model of soil and water conservation agriculture production projects."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,4.2.1.11 Drought and Flood Management for Water-Related Ecosystem,"Construction and operation of restoration of natural water system connectivity, water conservancy facilities, wetland restoration, disaster warning information platform, and other water ecosystem disaster prevention and response facilities."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,4.2.1.12 Management and Restoration of Groundwater Overdrawn Zones,"Treatment and restoration in groundwater overdrawn areas including water-saving transformation projects of irrigation areas in the groundwater overdrawn areas (e.g., north China, northeast China), high-efficiency water-saving field irrigation projects, structural adjustment of crop planting species for water-saving purposes, industrial water-saving transformation, urban water supply pipe network reconstruction, recycling water utilization projects, water transfer and water conservancy projects, groundwater source replacement projects, and ecological water replenishment projects, etc."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,4.2.1.13 Comprehensive Management of Coal Mining Subsidence Areas,"Ecological restoration activities such as land remediation, ecological restoration and environmental remediation in coal-mining subsidence areas, as well as activities such as relocation of residents within the influenced areas of coal-mining subsidence, restoration and upgrading of infrastructure and public service facilities, and construction of a platform for non-coal alternative industries, etc."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.1 Conservation and Restoration of Natural Ecosystems,"4.2.1.14 Comprehensive Management of Sea Areas, Coastal Zones and Islands","Comprehensive sea area management, natural shoreline restoration, bay remediation projects for the purpose of protecting the natural resources, ecological environment and biodiversity of coastal waters, coasts, and islands."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.2 Supply of Ecological Products,4.2.2.1 Forest Resources Cultivation Industry,"Forestry resource cultivation projects, such as variety improvement of forestry, seedling cultivation, and forest planting, tending, logging, and regeneration, etc. Sustainable business activities in line with the standards and requirements of the China Forest Certification Forest Management (GB/T 28951), the China Forest Certification-Production and Marketing Chain of Supervision (GB/T 28952) and other relevant standards."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.2 Supply of Ecological Products,4.2.2.2 Under-forest Economy of Planting and Animal Farming Industry,"Agroforestry projects which do no harm to the function and stability of the forest ecosystem, including planting food crops, oil crops, medicinal herbs, edible fungi, forages, and vegetables under trees, and silvopastoral projects which breed, graze, and feed livestock under trees. Construction of green product traceability system, platforms for green product production, trade and other related activities in line with the China Forest Certification and Forest Management(GB/T 28951), the China Forest Certification-Non-wood Forest Product Management (LY/T 2273) and other relevant standards."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.2 Supply of Ecological Products,"4.2.2.3 Carbon Sequestration Forest, Tree and Grass Planting and Seedlings, and Ornamental Flowers","Tree/grass cultivation and planting projects with significant impact on carbon sequestration, environmental improvement, or air purification. Tree planting activities that protect biodiversity."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.2 Supply of Ecological Products,4.2.2.4 Forest Recreation and Health Rehabilitation Industry,"Construction of eco-sightseeing, recreation, culture, sports, and health care facilities based on natural resources such as forests, grasslands, wetlands, deserts, and wild animals and plants without damaging surface vegetation, biodiversity and ecosystems. Sustainable business activities that meet the requirements of the China Forest Certification - Forest Management (GB/T 28951) and relevant standards."
4. Ecology and Environment-related sector,4.2 Ecological Protection and Construction,4.2.2 Supply of Ecological Products,"4.2.2.5 Protective Operation of National Parks, World’s Heritages, National Scenic Spots and Historic Interest Areas, National Forest Parks, National Geo-Parks, and National Wetland Parks","Development and construction for the purpose of protecting forests, grasslands, deserts, wetlands, oceans, and other natural ecosystems, including construction and operation of national parks, world natural heritage sites, forest parks, wetland parks, desert parks, etc. Sustainable business activities in the permitted areas that meet the requirements of the China Forest Certification-Forest Management (GB/T 28951), the China Forest Certification-Forest Ecological Environment Service-Nature Reserve (LY/T 2239), the China Forest Certification-Forest Park Ecological Environment Service (LY/T 2277) , the China Forest Certification-Wildlife Feeding and Management (LY/T 2279) and other relevant standards"
5. Sustainable Upgrade of Infrastructure,5.1 Energy Efficiency Improvement,5.1.1 Energy Efficiency and Energy Use in Urban Power Facilities,5.1.1.1 Operation and Upgrade of Cleaning construction of Urban Central Heating Systems,"Construction of urban centralized heating facilities using low-grade industrial waste heat sources, combined heat and power heat sources, or clean energy sources such as electricity and natural gas to replace loose coal and decentralized coal-fired boilers to meet the requirements of clean heating in the construction of urban centralized heating facilities; and energy-saving and environmental protection technological transformation of central heating facilities such as centralized heating boilers and heating pipeline networks in cities and towns."
5. Sustainable Upgrade of Infrastructure,5.1 Energy Efficiency Improvement,5.1.1 Energy Efficiency and Energy Use in Urban Power Facilities,5.1.1.2 Operation and Upgrade of Urban Power Facilities into Smart Power Facilities,"Development and construction of urban electricity demand management platform, technical upgrading of urban electricity distribution networks, intelligence improvement of electronic equipment, and replacement and upgrading of highly polluting and energy-inefficient equipment, etc."
5. Sustainable Upgrade of Infrastructure,5.1 Energy Efficiency Improvement,5.1.1 Energy Efficiency and Energy Use in Urban Power Facilities,5.1.1.3 Construction and Operation of Integrated Power System in Urban and Rural Areas,"Construction and operation of integrated urban energy supply facilities, such as multiple energy complementary utilization facilities, distributed energy supply facilities or systems, and intelligent microgrids."
5. Sustainable Upgrade of Infrastructure,5.2 Sustainable Buildings,5.2.1 Energy-Savi ng Buildings and Green Buildings,5.2.1.1 Construction of Ultra-Low Energy Consumption Buildings,"Construction of public and residential buildings adapted to climate characteristics and site-specific conditions that reduce the demand for heating, air conditioning and lighting through passive building designs, and adopt active technical measures to improve the efficiency of building energy equipment and systems in the public and residential building as well as the acquisition of consumption. The technical indicators of the building shall meet the requirements of the “Technical Standard for Near-Zero Energy Building” (GB/T 51350)."
5. Sustainable Upgrade of Infrastructure,5.2 Sustainable Buildings,5.2.1 Energy-Savi ng Buildings and Green Buildings,5.2.1.2 Green Buildings,"All civil and industrial buildings are designed and constructed in accordance with the national green building codes and standards to obtain national green building evaluation labels within the validity period. For example, the building should comply with indicators as listed in technical standards, such as the “Green Building Evaluation Standard” (GB/T 50378), the “Green Industrial Building Evaluation Standard” (GB/T 50878), the “Green Ecological Area Evaluation Standard” (GB/T 51255), the “Green Office Building Evaluation Standard” (GB/T 50903), the “Green Store Building Evaluation Standard” (GB/T 51100), the “Green Hospital Building Evaluation Standard” (GB/T 51153)."
5. Sustainable Upgrade of Infrastructure,5.2 Sustainable Buildings,5.2.1 Energy-Savi ng Buildings and Green Buildings,5.2.1.3 Application of Renewable Energy in Buildings,"Design, construction, and application of renewable energy application systems for buildings that use solar photovoltaic devices installed on roofs and walls of building to supply electricity to buildings, those use heat pumps and other facilities to provide cooling and heating to buildings."
5. Sustainable Upgrade of Infrastructure,5.2 Sustainable Buildings,5.2.1 Energy-Savi ng Buildings and Green Buildings,5.2.1.4 Prefabricated Buildings,Construction of buildings using prefabricated components at construction site through the method of assembly construction. The building-related technical indicators should meet or exceed the requirements of Grade A and under the Evaluation Standard for Assembled Buildings (GB/T 51129) within the validity period.
5. Sustainable Upgrade of Infrastructure,5.2 Sustainable Buildings,5.2.1 Energy-Savi ng Buildings and Green Buildings,5.2.1.5 Energy Conservation and Environmental-friendly Renovation of Existing Buildings,"Technical indicators of the building meet relevant national or local energy conservation standards for existing buildings and relevant requirements for energy-saving renovation activities of building energy systems after renovation. Renovation, operation, and purchase of the existing buildings which have obtained relevant national green building star-level with the validity period; and the renovation, operation and purchase of existing building that have reached the national-relevant green building star-level within the validity period after renovation. For example, the building technology complies with technological standards such as the Statistical Standard for Civil Buildings (GB 50352), the Standard for Energy-Saving in Public Buildings (GB 50189) and the Standard for the Evaluation of Green Retrofit of Existing Buildings (GBT 51141)."
5. Sustainable Upgrade of Infrastructure,5.2 Sustainable Buildings,5.2.1 Energy-Savi ng Buildings and Green Buildings,5.2.1.6 Green Warehousing Logistics,"Construction, operation and renovation of logistics warehouses in accordance with the national green building codes and standards, for which they have obtained national green building evaluation marks. For example, the technical indicators of green logistics warehouse building shall meet the requirements of the Green Warehouse Requirements and Evaluation (SB/T 11164)."
5. Sustainable Upgrade of Infrastructure,5.3 Pollution Prevention,5.3.1 Urban Environmental Infrastructure,"5.3.1.1 Construction and Operation of Facilities for Sewage Treatment, Recycling, and Sludge Treatment and Disposal","Construction, operation and upgrading of urban and rural sewage treatment and recycling facilities. Construction, operation, and upgrading of sludge disposal facilities. Construction and operation of the regional recycled water circulation system in accordance with the concepts of pollution control, ecological protection and recycling, including the construction and operation of ecological treatment facilities such as artificial wetlands that treat water discharged from urban wastewater treatment plants that have met corresponding standards, and the operation and maintenance of the recycled water dispatch and management system of the regional recycling system for recycled water."
5. Sustainable Upgrade of Infrastructure,5.3 Pollution Prevention,5.3.1 Urban Environmental Infrastructure,5.3.1.2 Construction and Operation of Garbage Treatment Facilities,"Construction and operation of facilities that reduce domestic waste; carry out harmless disposal treatment management and utilize resources, such as domestic waste collection, transfer, incineration, power generation, heating and other facilities"
5. Sustainable Upgrade of Infrastructure,5.3 Pollution Prevention,5.3.1 Urban Environmental Infrastructure,"5.3.1.3 Inspection, Upgrade, Construction and Renovation of Urban Sewage Collection System","Inspection, dredge; repair and renovation of urban sewer network; construct and renovate sewage (rain) storage facilities; develop and operate geographic information system (GIS) for sewer network."
5. Sustainable Upgrade of Infrastructure,5.3 Pollution Prevention,5.3.1 Urban Environmental Infrastructure,5.3.1.4 Construction and Operation of Environment Monitoring System,"Construction and operation of environmental monitoring systems such as the atmosphere, surface water (water containing functional areas and farmland irrigation water), groundwater, drinking water sources, soil, greenhouse gas, noise, radiation, including the hardware purchase, installation and construction of systematic sampling and analysis equipment, monitoring instruments, computers, monitoring vehicles, drones, inspection balloon, etc. For example, long-term operation and maintenance of early warning systems for environmental risks in industrial parks, mobile monitoring and early warning equipment, early warning platforms, servers, etc."
5. Sustainable Upgrade of Infrastructure,5.3 Pollution Prevention,5.3.1 Urban Environmental Infrastructure,5.3.1.5 Inspection and Rectification of Sewage Pollution Discharge Outlets to Rivers and Standardization of Sewage Discharge,"Inspection, investigation, surveying and mapping activities of pollution discharge outlets to the river through various technical means; and the construction and operation of cleaning and remediation, reconstruction, repairing, maintenance and monitoring of sewage outlets into rivers."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.4.1 Water Saving,5.4.1.1 Construction and Operation of Leakage Control in District Measurement of Urban Water Supply Pipeline Network,"Construction, operation and upgrading of urban public water supply facilities, as well as the construction and renovation of the water pipe network leakage monitoring system facilities, such as water supply network flow measurement , water quality monitoring, pressure control, data collection and remote transmission."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.4.2 “Sponge” City for Flood Prevention,5.4.2.1 Construction and Operation of Sponge Buildings and Communities,"Construction and operation of sponge-type buildings and communities in which buildings and communities have adopted engineering technical means such as green roofs, permeable ground paving, micro-topography, raingardens, rainfall pipe disconnection, rainwater storage, and collection and utilization facilities."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.4.2 “Sponge” City for Flood Prevention,5.4.2.2 Construction and Operation of Sponge Roads and Squares,"Use of permeable pavement in non-motorized vehicles lanes, sidewalks, parking lots, squares and other places; construction of facilities to collect, purify and utilize rainwater in roads and squares; construction and operation of sponge-type roads and squares that are carried out by technical measures, such as biological retention zones, environmental protection gutters, cyclone sedimentation and other road stormwater runoff pollution prevention and treatment facilities."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.4.2 “Sponge” City for Flood Prevention,5.4.2.3 Construction and Operation of Sponge Parks and Greenspace,"Construction and operation of sponge parks and green spaces in urban parks and public green spaces through technical measures such as construction of raingardens, recessed green spaces, artificial wetlands, and rainwater reservoir facilities."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.4.2 “Sponge” City for Flood Prevention,"5.4.2.4 Construction, Operation and Renovation of Up-to-standard Urban Drainage Facilities","Construction, operation and renovation of urban drainage and flood control facilities that meet corresponding standards, such as flood-prone urban drainage reform, construction and renovation of separate rainwater and sewage systems; rainwater shoreline purification facilities; coastal dry pipes; sediment filtration, artificial wetlands, other overflow wastewater purification facilities and rainwater storage facilities, etc."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.4.2 “Sponge” City for Flood Prevention,5.4.2.5 Restoration of the Natural Ecology of Urban Water Bodies,"Restoration and protection of natural connectivity of river and lake systems, river system remediation projects, ecological restoration activities which aim for the protection and restoration of natural ecosystems of urban water bodies. For instance, the transformation of canalized rivers, and the restoration of naturally curved riverbanks, natural pool shallows and floodplains."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.4.2 “Sponge” City for Flood Prevention,5.5.1.1 Construction and Operation of Electronic Toll Collection (ETC) System,"Construction and operation of electronic toll collection (ETC) systems for highways, urban bridges, tunnels, and parking spaces, etc."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.4.2 “Sponge” City for Flood Prevention,5.5.1.2 Construction and Operation of Multimodal Container Transportation System,"Construction and operation of multimodal transportation system for general containers, commodities, dangerous goods, vehicles, express packages and other supplies."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.4.2 “Sponge” City for Flood Prevention,5.5.1.3 Construction and Operation of Smart Transportation,"Construction and operation of smart transportation information system facilities and smart logistics facilities, including traffic information collection and disclosure systems, traffic command center systems, road network integrated management systems, smart bus systems, integrated passenger transportation hub information systems, etc."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.4.2 “Sponge” City for Flood Prevention,5.5.1.4 Construction and Operation of None-motorized Transportation System,"Construction of urban walking and cycling transportation systems, including public bicycle rental sites, non-motorized vehicle parking facilities, road crossing facilities and other slow-moving urban systems."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.4.2 “Sponge” City for Flood Prevention,5.5.1.5 Construction and Operation of Public Transportation System in Urban and Rural Areas,"Construction and operation of subways, light railways, tram and other urban rail transportation infrastructure; construction and operation of high-capacity public transportation facilities such as bus rapid transit (BRT) bus stations, routes and other infrastructure; purchase of public transportation vehicles, etc."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.4.2 “Sponge” City for Flood Prevention,5.5.1.6 Construction and Operation of Facilities for Shared Transport,"Construction and operation of shared transportation infrastructure, such as systems for public rental bicycles, online bicycle rental, online electric bicycle rental, online car rental, car sharing, parking facilities and equipment, and bicycle parking facilities."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.4.2 “Sponge” City for Flood Prevention,5.5.1.7 Construction and Operation of Drop and Pull Transport System,"Renovation, construction and operation of drop and pull operation sites and drop and pull transportation management information systems"
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.5.2 Railway Transport,5.5.2.1 Construction and Operation of Rail Freight Transport and the Environmental-Friendly Transformation of Railways,"Construction and operation of freight railway facilities such as freight railway routes, yards and stations, and special power substations; construction and operation of existing railway electrification, yards and stations and relevant energy-saving and environmental protection renovation projects. Among all, railway yards and stations must meet the relevant provisions of the Green Railway Passenger Station EvaluationStandard (TB/T 10429)."
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.5.3 Waterway and Air Transport,"5.5.3.1 Construction of Power Supply Facilities at Ports, Docks and Airport Bridges",Construction and operation of facilities for the supply of electricity to ports and shore-based ships; construction of power supply facilities for airport bridges.
5. Sustainable Upgrade of Infrastructure,5.4 Water Saving and Non-conventional Water Resources,5.5.4 Clean Energy Vehicle Facilities,"5.5.4.1 Construction and Operation of Charging, Battery Replacement, Hydrogen Refueling and Gas Refueling Facilities","Construction and operation of electric vehicle battery charging stations, hydrogen refueling facilities and gasification facilities and other relevant infrastructure and facilities for clean vehicles."
5. Sustainable Upgrade of Infrastructure,5.6 Ecological Protection and Construction,5.6.1 Urban Ecological Protection and Construction,"5.6.1.1 Construction, Maintenance and Operation of Parklands","Construction, maintenance and operation of urban parks, greenspaces, community parks, playgrounds and other green public facilities."
5. Sustainable Upgrade of Infrastructure,5.6 Ecological Protection and Construction,5.6.1 Urban Ecological Protection and Construction,"5.6.1.2 Construction, Maintenance and Operation of Greenway Systems","Construction, maintenance, and operation of urban greenways and supporting stations, signage systems and other auxiliary facilities."
5. Sustainable Upgrade of Infrastructure,5.6 Ecological Protection and Construction,5.6.1 Urban Ecological Protection and Construction,"5.6.1.3 Construction, Maintenance and Operation of Green Space Attachments","Construction, maintenance, and operation of green spaces attached to urban areas such as administration and public services land use, commercial and business facilities land use, industrial and manufacturing land use, logistics and warehouse land use, square land use, and other municipal utilities land use, etc."
5. Sustainable Upgrade of Infrastructure,5.6 Ecological Protection and Construction,5.6.1 Urban Ecological Protection and Construction,5.6.1.4 Construction and Maintenance of Road Greening,"Construction, maintenance and management of all levels and types of urban greenery such as separated green belts, roadside green belts, green roundabouts."
